id,text,user_id,pre_lab
1123864184658309122,"@Hallo_Rollo Es gibt nicht DAS System, das alle(!) zufrieden stimmt",1115541266698207232,0
1124015485765419009,"was verkauft ein buchladen überhaupt so eine scheiße

und warum diese ganzen räucherstäbchen",400998887,0
1124012415522410497,"RT @Gurkenfaerber: Scheiß auf Dieselfahrverbote.

Ich fordere Eindieselverbote für Teenager.",169577052,0
1124015418664992768,"RT @SchwesterFD: Trump-Witz vom Sohn:

Trump, ein Opa und sein Enkel sitzen in einem abstürzenden Flugzeug. Es gibt nur 2 Fallschirme.
Trum…",218712610,0
1124021835962769414,@phiIosoph stimmt halt,1105481929191755778,0
1124021638817812482,@SvenGoe @EsserWerner Wäre geil wenn die das dürften auch bei Aktivisten und linken,901841767296901120,0
1124018576980086785,"RT @AndreasStraub: ZDF Heute: Merkel in Mali, Hochburg der Menschenschmuggler.

Sie überwacht persönlich dass Bevölkerungsaustausch der Eur…",4793118819,0
1124013178889940992,@dr_Intellekt @MazeMatze Low Hanging Fruit much? Den Typ nehm ich nur mehr als Teil des linken Grundrauschens war.… https://t.co/GEXWY0Dc0y,1020806362044010496,0
1124024650302992384,"RT @lawyerberlin: #Linke und #Grüne wollen enteignen, die Medien kontrollieren, ganze Dörfer zwangsumsiedeln, Kritiker wie Palmer oder Sarr…",798790710,0
1124019768166633477,@Scotchi77 @jothaka @OlafGersemann @welt Den jungen Linken ist die Idee „Umverteilung“ schon derart in Fleisch und… https://t.co/upa0ITVLgv,1033306960622481408,0
1123878575285972997,@sachsenkrieger4 Das ist mal ein pack as ist dann natürlich schlecht wenn du so ne Sachen in einem untrade pack ziehst,2496382379,0
1123880693413613569,"RT @lawyerberlin: #Linke und #Grüne wollen enteignen, die Medien kontrollieren, ganze Dörfer zwangsumsiedeln, Kritiker wie Palmer oder Sarr…",851856996533981185,0
1123885877594402816,"RT @EosinY: Die Nazis haben nicht zugenommen, weil wir ihnen sagen, dass wir Nazis scheiße finden.

Die Nazis haben zugenommen, weil die Mi…",63424385,0
1123878340396486658,RT @GunridRiedmann: @MiriamOzen Deutschland wird ausserhalb  ihrer Grenzen Lange schon für Dumm Erklärt ! Sieckert nur nicht bis zu Euch Du…,3375642807,0
1123878873077374976,"@Zaegesahne @Lunatic_Lena Aber wenn immer mehr wie du denken ""kp, habe eh keine Ahnung ich lass das die anderen mac… https://t.co/La6xRlSUcL",1006400686039412736,0
1123886322182180864,@KatjaRosch Geiler Arsch,825086003471855617,0
1123888046049583104,"RT @lawyerberlin: #Linke und #Grüne wollen enteignen, die Medien kontrollieren, ganze Dörfer zwangsumsiedeln, Kritiker wie Palmer oder Sarr…",704639319517077504,0
1124170184284102657,Hoffentlich fault euch das Hirn ab!,19029040,0
1124174101768175616,"wusste garnicht, dass es dazu einen Zielwert, zumindest in der Welt der GRÜNEN,  gibt.",1539126824,0
1124162441577947136,@weird_booknerd Ich möchte kotzen und weinen auf einmal.,1067773960815878144,0
1123981478361219073,@yooli_derechte @MontanaBlack Mich wundert es echt wie du noch keine Cockschelle bekommen hast. Du kinderfickender Hurensohn,1088508954555105281,0
1123990982641508353,RT @wavvyboi_: blowjob auf dem friedhof &gt;,1253989802,0
1123985303562280961,"RT @OomenBerlin: Das traurige an #Plauen ist ja, dass sich ein großer Teil der Leute, die sich über marschierende Nazis aufregen, halt auch…",2284711260,0
1123995483112972288,"RT @shlomosapiens: Um uralte Hüte wie Enteignungen und Verstaatlichungen zu „neuen Ideen“ umzudeuten, muss man schon bei @spiegelonline arb…",522645008,0
1123986289202802688,"RT @MontanaBlack: Lass doch einfach treffen und sag mir das alles ins Gesicht :) Mann oder Mädchen,du entscheidest. 
Hab immer für dich Zei…",2977088110,0
1123992836519731200,RT @Sondren1: @Joerg_Meuthen Bis Angela Merkel weg ist und der Rest des Rudels 😫... Wir haben jetzt mehr als 2 Millionen Flüchtlinge hier .…,2592691247,0
1123985005779271683,ICH FICK DICH IN DEN ARSCH! KANACKE! ICH FICK DICH IN DEN ARSCH!,2786373856,0
1123980522034737161,@cem_oezdemir @ConstSchreiber Grüne Ökonazis raus,1077187065060704258,0
1123993524410757121,Grüne klagen gegen Bayerns Grenzpolizei https://t.co/ORCsjS9MD0,4274928856,0
1123987337795575808,@KYSOLTIX Nichts ich bin einfach zu 200IQ,1055155363094380545,0
1123940634233012225,@PalastLuger Hasserfüllte und pelzige Ergergrüße zurück an die Suskadse. https://t.co/hgPkKrorJU,793753639659638784,0
1123945415714459655,RT @wavvyboi_: blowjob auf dem friedhof &gt;,1080160738331803649,0
1124083693558145025,@Zugzwang74 @Dave__Mitchell Hört sich nach mehr als der FSV,2904862323,0
1124076936509128704,@MalteKaufmann @katjakipping Der Irrsinn und die Auswirkungen der linken Verdummung sind hier in all ihrer Pracht z… https://t.co/zJAGcCDxOT,742301043300655104,0
1124077259491631105,Kommentar zu Österreichs Steuersenkung: Merkels Steuerversagen https://t.co/0SDm7u8D2I,370848089,0
1124071139968475138,@WokeUpCry1ng @juukichiix ist das nicht sowieso übelst der heuchler?,1107385251452596224,0
1123908342269739012,"RT @wundertussi: nichts schafft soviel ausgrenzung wie das wort 'wir'.

verirrt euch nicht in dem wort, von dem ihr euch zugehörigkeit vers…",847012872,0
1123910762370609153,"@lenn_rad @Zweirad_Stadler @cyclist_city @Poliauwei Hey @Zweirad_Stadler, wie dumm kann man sein, die eigene (poten… https://t.co/tzfx26UMt3",889813390218207232,0
1123911009851314176,"Kommunikation, was ein hurensohn",702007841138282496,0
1123907079775952896,"Warum sind weit und breit da draußen eigentlich keine weißen Tauben?
Ah, scheiß drauf, na was soll's, ich geh erst mal einen rauchen",926494372794978304,0
1123904986830733313,"@EvertGDavelaar Der Juncker ist doch sehr krank im kopf Evert ,das weistt du doch auch schon ? das dumme arschlog i… https://t.co/t5zd6RzW4h",705057751538536448,0
1124159342008311809,@ChibiDexter Da klaut der einfach mein Lurch  :c tzzk! https://t.co/JNuMx8ZqpY,852905495530795008,0
1123842856597295107,"@fierce_friday @wolf_saar Islam Apologet. Auch noch als ""minderwertige"" Frau. Fang an zu denken!",1109806972579254273,0
1123843078886973440,RT @Luna1234luna1: „Sie unterstützt .....SIE??Wir!! Sie versucht wieder mit unserem Geld die Welt zu retten. Aber der dumme Deutsche geht j…,811487492339802112,0
1123843166984187905,"RT @lawyerberlin: #Linke und #Grüne wollen enteignen, die Medien kontrollieren, ganze Dörfer zwangsumsiedeln, Kritiker wie Palmer oder Sarr…",1100783332953112576,0
1124066777909145601,@demutsch Arsch? 🤔🤔🤔,746753219729166336,0
1124067730024534029,@enmachuk Deutsche leute... 🤦🏼‍♀️,1061021081765593089,0
1124057047115419648,"Warum muss man es den Verbrauchern denn überhaupt erst wegnehmen, wenn man es ihnen dann wieder zurückgibt? 🤨 #illner",942413148,0
1124059463055552515,RT @Couchionista: Ich liege das jetzt einfach aus.,3395054831,0
1124058741639471104,@haraldlaatsch @IssesHalt Hitler auch.,1073548506168741888,0
1124056392812453889,"JUSTIN BIEBER, HALT DIE FRESSE!",1538801419,0
1124028647474704384,@woelken Einfach nicht mit der Kniekehle zucken. https://t.co/fYaA7dw2ke,1108068046713864193,0
1124034490152751105,RT @KayRytter: @AfDSalzgitterKV @DrDavidBerger Dank Merkel sind deutsche Innenstädte in ganz Deutschland nicht wieder zu erkennen. Nur noch…,895289924152373249,0
1124027850586193920,RT: (zWannaBe_) &gt; https://t.co/sy4PFYb1mQ,882985971930869760,0
1124038801922437120,"RT @rike_tweet: Wenn Frauen gezwungen werden, ein Kopftuch zu tragen, ist das furchtbar. 

Wenn Frauen gezwungen werden, es auszuziehen, eb…",1101244537647910912,0
1124049778386579456,"@russianjxsus @xdestrudo Schade, aber guess es ist besser so für dich.😩 Was hier ab und zu abgeht ist schon verdammt krass.",845842076,0
1124042429961785349,"RT @jagrost: 🗣Hey, #Meldemuschi! Ja, Du! Es gibt wieder Punktabzug, weil du einfach zu dämlich bist, Verstöße zu erkennen. 😂 Aber ich sag d…",4260260649,0
1124050403346329601,@Frank_SiriuS @CmdKrieger Arsch 😡,263060538,0
1124047026948399105,@_Unterwelt_ *kuschelt sich einfach etwas an*,963457835639197697,0
1124044506138120192,"1. Ich werde GoT erst schauen wenn es kein Arsch mehr schauen wird.
2. Mein Penis ist halb so lang wie das doppelte… https://t.co/A72qK5FSFD",1533801564,0
1124052202715328522,@mofuggaffm @tacoskrrt68 er ist ein hurensohn,979732271581286400,0
1124043361126629379,"RT @Einmal_es_war: Zeit meines Lebens habe ich gedacht, schlimmer als Hitler kann keine für Deutsche sein!

Heute denke ich, dass ich mich…",1093483456284233729,0
1124052949280469002,"@verpeilteTomate Das schaff ich mit meinem Auto. Da hab ich jetzt so viel Scheiß rausgeräumt, das wiegt jetzt nix m… https://t.co/Qdg9ucmGIQ",1026191063663501312,0
1124052949280469002,"@verpeilteTomate Das schaff ich mit meinem Auto. Da hab ich jetzt so viel Scheiß rausgeräumt, das wiegt jetzt nix m… https://t.co/Qdg9ucmGIQ",1026191063663501312,0
1124041729538166785,"RT @jagrost: 🗣Hey, #Meldemuschi! Ja, Du! Es gibt wieder Punktabzug, weil du einfach zu dämlich bist, Verstöße zu erkennen. 😂 Aber ich sag d…",907713957510701058,0
1124041821812924417,"@Gitarre159 @Luna1234luna1 @EngelGert Wenn es Deutsche wären, hätten es die Medien schon geschrieben, weder ""Bild"" noch ntv erwähnen was.",1016035699634724864,0
1124190241424904194,RT @BeatBalzli: Die neue Wirtschaftswoche - ab sofort als eMagazin und am Kiosk https://t.co/ZdapTPWMhI https://t.co/POiNUXB9Rb,3096240795,0
1124188517582741504,Treffen mit venezolanischer Opposition: Maas will neue Sanktionen gegen Maduro-Regierung prüfen. Ein Haufen Scheiss… https://t.co/YbFcVnVLfa,2890898009,0
1124177524328550400,"LePenseur:""Treu unserm Volkstum: von Fragolin Damit unsere mitlesenden linken Blockwarte, die gerade den Rausch vom… https://t.co/dXclbgPSbU",51728924,0
